FDATE,FCURR,TCURR,RATE
2023-05-04,JPY,INR,0.6073439717292786
2023-05-05,JPY,INR,0.6084409952163696
2023-05-08,JPY,INR,0.6050159931182861
2023-05-09,JPY,INR,0.6049230098724365
2023-05-10,JPY,INR,0.6063039898872375
2023-05-11,JPY,INR,0.6105139851570129
2023-05-12,JPY,INR,0.6098210215568542
2023-05-15,JPY,INR,0.6000490188598633
2023-05-16,JPY,INR,0.6041640043258667
2023-05-17,JPY,INR,0.6026650071144104
2023-05-18,JPY,INR,0.5986819863319397
2023-05-19,JPY,INR,0.5961769819259644
2023-05-22,JPY,INR,0.5908709764480591
2023-05-23,JPY,INR,0.5967450141906738
2023-05-24,JPY,INR,0.5970720052719116
2023-05-25,JPY,INR,0.5929880142211914
2023-05-26,JPY,INR,0.5902220010757446
2023-05-29,JPY,INR,0.5817509889602661
2023-05-30,JPY,INR,0.587680995464325
2023-05-31,JPY,INR,0.5909879803657532
2023-06-01,JPY,INR,0.5936269760131836
2023-06-02,JPY,INR,0.5924059748649597
2023-06-05,JPY,INR,0.5881639719009399
2023-06-06,JPY,INR,0.5914030075073242
2023-06-07,JPY,INR,0.5908340215682983
2023-06-08,JPY,INR,0.5899900197982788
2023-06-09,JPY,INR,0.5937169790267944
2023-06-12,JPY,INR,0.5856850147247314
2023-06-13,JPY,INR,0.590444028377533
2023-06-14,JPY,INR,0.586152970790863
2023-06-15,JPY,INR,0.5855969786643982
2023-06-16,JPY,INR,0.5835260152816772
2023-06-19,JPY,INR,0.5755100250244141
2023-06-20,JPY,INR,0.5767999887466431
2023-06-21,JPY,INR,0.5796200037002563
2023-06-22,JPY,INR,0.5778549909591675
2023-06-23,JPY,INR,0.5724740028381348
2023-06-26,JPY,INR,0.567779004573822
2023-06-27,JPY,INR,0.5712900161743164
2023-06-28,JPY,INR,0.5695750117301941
2023-06-29,JPY,INR,0.5676630139350891
2023-06-30,JPY,INR,0.5662660002708435
2023-07-03,JPY,INR,0.5683990120887756
2023-07-04,JPY,INR,0.5662999749183655
2023-07-05,JPY,INR,0.5671030282974243
2023-07-06,JPY,INR,0.5697100162506104
2023-07-07,JPY,INR,0.574396014213562
2023-07-10,JPY,INR,0.5719630122184753
2023-07-11,JPY,INR,0.5835480093955994
2023-07-12,JPY,INR,0.5875449776649475
2023-07-13,JPY,INR,0.5924959778785706
2023-07-14,JPY,INR,0.5937610268592834
2023-07-17,JPY,INR,0.5908309817314148
2023-07-18,JPY,INR,0.5909559726715088
2023-07-19,JPY,INR,0.5895299911499023
2023-07-20,JPY,INR,0.5870670080184937
2023-07-21,JPY,INR,0.5863149762153625
2023-07-24,JPY,INR,0.5718039870262146
2023-07-25,JPY,INR,0.5776349902153015
2023-07-26,JPY,INR,0.5803459882736206
2023-07-27,JPY,INR,0.5834059715270996
2023-07-28,JPY,INR,0.5909379720687866
2023-07-31,JPY,INR,0.5738829970359802
2023-08-01,JPY,INR,0.5772449970245361
2023-08-02,JPY,INR,0.5752099752426147
2023-08-03,JPY,INR,0.5768250226974487
2023-08-04,JPY,INR,0.580007016658783
2023-08-07,JPY,INR,0.5742769837379456
2023-08-08,JPY,INR,0.5800790190696716
2023-08-09,JPY,INR,0.5772899985313416
2023-08-10,JPY,INR,0.5760549902915955
2023-08-11,JPY,INR,0.5712500214576721
2023-08-14,JPY,INR,0.5674710273742676
2023-08-15,JPY,INR,0.5709819793701172
2023-08-16,JPY,INR,0.5709829926490784
2023-08-17,JPY,INR,0.5683919787406921
2023-08-18,JPY,INR,0.5699989795684814
2023-08-21,JPY,INR,0.5639989972114563
2023-08-22,JPY,INR,0.567999005317688
2023-08-23,JPY,INR,0.5694320201873779
2023-08-24,JPY,INR,0.569333016872406
2023-08-25,JPY,INR,0.5652850270271301
2023-08-28,JPY,INR,0.5586360096931458
2023-08-29,JPY,INR,0.5640810132026672
2023-08-30,JPY,INR,0.5645750164985657
2023-08-31,JPY,INR,0.565654993057251
2023-09-01,JPY,INR,0.5677070021629333
2023-09-04,JPY,INR,0.5622040033340454
2023-09-05,JPY,INR,0.5641859769821167
2023-09-06,JPY,INR,0.5630069971084595
2023-09-07,JPY,INR,0.5632069706916809
2023-09-08,JPY,INR,0.5638859868049622
2023-09-11,JPY,INR,0.554485023021698
2023-09-12,JPY,INR,0.5651479959487915
2023-09-13,JPY,INR,0.5624920129776001
2023-09-14,JPY,INR,0.5625029802322388
2023-09-15,JPY,INR,0.5625240206718445
2023-09-18,JPY,INR,0.5545240044593811
2023-09-19,JPY,INR,0.5636849999427795
2023-09-20,JPY,INR,0.5626320242881775
2023-09-21,JPY,INR,0.5596960186958313
2023-09-22,JPY,INR,0.5607110261917114
2023-09-25,JPY,INR,0.5508149862289429
2023-09-26,JPY,INR,0.5574290156364441
2023-09-27,JPY,INR,0.5584949851036072
2023-09-28,JPY,INR,0.5560579895973206
2023-09-29,JPY,INR,0.5565919876098633
2023-10-02,JPY,INR,0.5507529973983765
2023-10-03,JPY,INR,0.5547109842300415
2023-10-04,JPY,INR,0.5573430061340332
2023-10-05,JPY,INR,0.5579820275306702
2023-10-06,JPY,INR,0.5608760118484497
2023-10-09,JPY,INR,0.5489069819450378
2023-10-10,JPY,INR,0.560854971408844
2023-10-11,JPY,INR,0.5596359968185425
2023-10-12,JPY,INR,0.5579130053520203
2023-10-13,JPY,INR,0.5553889870643616
2023-10-16,JPY,INR,0.5504800081253052
2023-10-17,JPY,INR,0.5558379888534546
2023-10-18,JPY,INR,0.5554320216178894
2023-10-19,JPY,INR,0.5550780296325684
2023-10-20,JPY,INR,0.5542870163917542
2023-10-23,JPY,INR,0.5473859906196594
2023-10-24,JPY,INR,0.5538300275802612
2023-10-25,JPY,INR,0.553409993648529
2023-10-26,JPY,INR,0.5536789894104004
2023-10-27,JPY,INR,0.553413987159729
2023-10-30,JPY,INR,0.5485789775848389
2023-10-31,JPY,INR,0.5581129789352417
2023-11-01,JPY,INR,0.5482919812202454
2023-11-02,JPY,INR,0.5523250102996826
2023-11-03,JPY,INR,0.5526300072669983
2023-11-06,JPY,INR,0.5462219715118408
2023-11-07,JPY,INR,0.5543789863586426
2023-11-08,JPY,INR,0.552977979183197
2023-11-09,JPY,INR,0.5510339736938477
2023-11-10,JPY,INR,0.5496929883956909
2023-11-13,JPY,INR,0.5416259765625
2023-11-14,JPY,INR,0.5480409860610962
2023-11-15,JPY,INR,0.551131010055542
2023-11-16,JPY,INR,0.5481520295143127
2023-11-17,JPY,INR,0.5509949922561646
2023-11-20,JPY,INR,0.5479620099067688
2023-11-21,JPY,INR,0.561214029788971
2023-11-22,JPY,INR,0.5609570145606995
2023-11-23,JPY,INR,0.5584210157394409
2023-11-24,JPY,INR,0.5566840171813965
2023-11-27,JPY,INR,0.5498390197753906
2023-11-28,JPY,INR,0.5600699782371521
2023-11-29,JPY,INR,0.5649979710578918
2023-11-30,JPY,INR,0.5653510093688965
2023-12-01,JPY,INR,0.5622169971466064
2023-12-04,JPY,INR,0.5627490282058716
2023-12-05,JPY,INR,0.5655630230903625
2023-12-06,JPY,INR,0.5656840205192566
2023-12-07,JPY,INR,0.5651649832725525
2023-12-08,JPY,INR,0.5771719813346863
2023-12-11,JPY,INR,0.5697500109672546
2023-12-12,JPY,INR,0.56980299949646
2023-12-13,JPY,INR,0.5736770033836365
2023-12-14,JPY,INR,0.5828269720077515
2023-12-15,JPY,INR,0.5848919749259949
2023-12-18,JPY,INR,0.5807629823684692
2023-12-19,JPY,INR,0.5815920233726501
2023-12-20,JPY,INR,0.5769180059432983
2023-12-21,JPY,INR,0.5790960192680359
2023-12-22,JPY,INR,0.5840569734573364
2023-12-25,JPY,INR,0.5775279998779297
2023-12-26,JPY,INR,0.5824499726295471
2023-12-27,JPY,INR,0.5835580229759216
2023-12-28,JPY,INR,0.5881249904632568
2023-12-29,JPY,INR,0.5919479727745056
2024-01-01,JPY,INR,0.5845630168914795
2024-01-02,JPY,INR,0.5852190256118774
2024-01-03,JPY,INR,0.5854259729385376
2024-01-04,JPY,INR,0.5823320150375366
2024-01-05,JPY,INR,0.5745900273323059
2024-01-08,JPY,INR,0.5668179988861084
2024-01-09,JPY,INR,0.5752379894256592
2024-01-10,JPY,INR,0.5750570297241211
2024-01-11,JPY,INR,0.5692390203475952
2024-01-12,JPY,INR,0.5721889734268188
2024-01-15,JPY,INR,0.5652130246162415
2024-01-16,JPY,INR,0.5679600238800049
2024-01-17,JPY,INR,0.5637879967689514
2024-01-18,JPY,INR,0.5609920024871826
2024-01-19,JPY,INR,0.5608969926834106
2024-01-22,JPY,INR,0.5541539788246155
2024-01-23,JPY,INR,0.5604739785194397
2024-01-24,JPY,INR,0.5609369874000549
2024-01-25,JPY,INR,0.5626760125160217
2024-01-26,JPY,INR,0.5623679757118225
2024-01-29,JPY,INR,0.5547239780426025
2024-01-30,JPY,INR,0.5634379982948303
2024-01-31,JPY,INR,0.5633689761161804
2024-02-01,JPY,INR,0.5644519925117493
2024-02-02,JPY,INR,0.56557697057724
2024-02-05,JPY,INR,0.5572649836540222
2024-02-06,JPY,INR,0.5582810044288635
2024-02-07,JPY,INR,0.5609740018844604
2024-02-08,JPY,INR,0.5603020191192627
2024-02-09,JPY,INR,0.555010974407196
2024-02-12,JPY,INR,0.5493249893188477
2024-02-13,JPY,INR,0.5549430251121521
2024-02-14,JPY,INR,0.550171971321106
2024-02-15,JPY,INR,0.5510960221290588
2024-02-16,JPY,INR,0.5531309843063354
2024-02-19,JPY,INR,0.5464310050010681
2024-02-20,JPY,INR,0.5520910024642944
2024-02-21,JPY,INR,0.5514810085296631
2024-02-22,JPY,INR,0.5512030124664307
2024-02-23,JPY,INR,0.5501919984817505
2024-02-26,JPY,INR,0.5457159876823425
2024-02-27,JPY,INR,0.549830973148346
2024-02-28,JPY,INR,0.5504599809646606
2024-02-29,JPY,INR,0.5498759746551514
2024-03-01,JPY,INR,0.5521249771118164
2024-03-04,JPY,INR,0.544297993183136
2024-03-05,JPY,INR,0.5502480268478394
2024-03-06,JPY,INR,0.5524669885635376
2024-03-07,JPY,INR,0.5548670291900635
2024-03-08,JPY,INR,0.5594900250434875
2024-03-11,JPY,INR,0.5553969740867615
2024-03-12,JPY,INR,0.5636360049247742
2024-03-13,JPY,INR,0.5610989928245544
2024-03-14,JPY,INR,0.5606920123100281
2024-03-15,JPY,INR,0.5585929751396179
2024-03-18,JPY,INR,0.5503910183906555
2024-03-19,JPY,INR,0.5547969937324524
2024-03-20,JPY,INR,0.5493329763412476
2024-03-21,JPY,INR,0.5501729846000671
2024-03-22,JPY,INR,0.5485090017318726
2024-03-25,JPY,INR,0.543828010559082
2024-03-26,JPY,INR,0.5505949854850769
2024-03-27,JPY,INR,0.5490090250968933
2024-03-28,JPY,INR,0.5507050156593323
2024-03-29,JPY,INR,0.551393985748291
2024-04-01,JPY,INR,0.5442669987678528
2024-04-02,JPY,INR,0.5443019866943359
2024-04-03,JPY,INR,0.5494700074195862
2024-04-04,JPY,INR,0.5485820174217224
2024-04-05,JPY,INR,0.5509870052337646
2024-04-08,JPY,INR,0.5430989861488342
2024-04-09,JPY,INR,0.5479030013084412
2022-03-04,SAR,INR,20.25093546725975
2022-03-07,SAR,INR,20.36944123581634
2022-03-08,SAR,INR,20.568269855492645
2022-03-09,SAR,INR,20.52527274623185
2022-03-10,SAR,INR,20.317524197442253
2022-03-11,SAR,INR,20.365152755570307
2022-03-14,SAR,INR,20.46164994305036
2022-03-15,SAR,INR,20.414245143856533
2022-03-16,SAR,INR,20.36108973588398
2022-03-17,SAR,INR,20.278570177555594
2022-03-18,SAR,INR,20.27567540736527
2022-03-21,SAR,INR,20.247513585297156
2022-03-22,SAR,INR,20.365009404797092
2022-03-23,SAR,INR,20.310369857596925
2022-03-24,SAR,INR,20.42896994673174
2022-03-25,SAR,INR,20.35022119920177
2022-03-28,SAR,INR,20.337138933815368
2022-03-29,SAR,INR,20.29244420185978
2022-03-30,SAR,INR,20.18888313828802
2022-03-31,SAR,INR,20.235980515642495
2022-04-01,SAR,INR,20.257904121339834
2022-04-04,SAR,INR,20.260956646916384
2022-04-05,SAR,INR,20.14577939496121
2022-04-06,SAR,INR,20.13749942801769
2022-04-07,SAR,INR,20.270810884732782
2022-04-08,SAR,INR,20.264206185456715
2022-04-11,SAR,INR,20.248392080704434
2022-04-12,SAR,INR,20.24668089040142
2022-04-13,SAR,INR,20.331245478499568
2022-04-14,SAR,INR,20.3233510701898
2022-04-15,SAR,INR,20.3724884065507
2022-04-18,SAR,INR,20.398010228027943
2022-04-19,SAR,INR,20.33867488669057
2022-04-20,SAR,INR,20.410471245994813
2022-04-21,SAR,INR,20.351716476167894
2022-04-22,SAR,INR,20.36512216216306
2022-04-25,SAR,INR,20.39135497330426
2022-04-26,SAR,INR,20.428844316879804
2022-04-27,SAR,INR,20.500315751321068
2022-04-28,SAR,INR,20.414220060757543
2022-04-29,SAR,INR,20.44531717189443
2022-05-02,SAR,INR,20.403983605361645
2022-05-03,SAR,INR,20.427553226387317
2022-05-04,SAR,INR,20.412486367874408
2022-05-05,SAR,INR,20.283108691218786
2022-05-06,SAR,INR,20.43246293601237
2022-05-09,SAR,INR,20.519264015158114
2022-05-10,SAR,INR,20.64888944414497
2022-05-11,SAR,INR,20.62603987618013
2022-05-12,SAR,INR,20.663835067357468
2022-05-13,SAR,INR,20.672959077854102
2022-05-16,SAR,INR,20.660258811927633
2022-05-17,SAR,INR,20.767777181433303
2022-05-18,SAR,INR,20.653557254854604
2022-05-19,SAR,INR,20.771807111702174
2022-05-20,SAR,INR,20.664565442772528
2022-05-23,SAR,INR,20.749913229821914
2022-05-24,SAR,INR,20.693403200519015
2022-05-25,SAR,INR,20.6805022203273
2022-05-26,SAR,INR,20.686599968318205
2022-05-27,SAR,INR,20.719591705001676
2022-05-30,SAR,INR,20.71676134307063
2022-05-31,SAR,INR,20.695733723355715
2022-06-01,SAR,INR,20.716672503825976
2022-06-02,SAR,INR,20.715730483063226
2022-06-03,SAR,INR,20.651950269847248
2022-06-06,SAR,INR,20.74666801494368
2022-06-07,SAR,INR,20.776044436287066
2022-06-08,SAR,INR,20.73159376404965
2022-06-09,SAR,INR,20.745997853902054
2022-06-10,SAR,INR,20.77510434443866
2022-06-13,SAR,INR,20.841801220267826
2022-06-14,SAR,INR,20.860821784545806
2022-06-15,SAR,INR,20.81216082107744
2022-06-16,SAR,INR,20.789109642518042
2022-06-17,SAR,INR,20.80901327649326
2022-06-20,SAR,INR,20.779731710293845
2022-06-21,SAR,INR,20.795776514141835
2022-06-22,SAR,INR,20.848598556872275
2022-06-23,SAR,INR,20.8653808863819
2022-06-24,SAR,INR,20.85455170338878
2022-06-27,SAR,INR,20.853933531795974
2022-06-28,SAR,INR,20.924746422726457
2022-06-29,SAR,INR,21.095676696184455
2022-06-30,SAR,INR,21.054869222932666
2022-07-01,SAR,INR,21.07170609459763
2022-07-04,SAR,INR,21.04173739782391
2022-07-05,SAR,INR,21.061857107678406
2022-07-06,SAR,INR,21.171556957938265
2022-07-07,SAR,INR,21.084793569049907
2022-07-08,SAR,INR,21.131232415392333
2022-07-11,SAR,INR,21.136438575837246
2022-07-12,SAR,INR,21.19886768222841
2022-07-13,SAR,INR,21.202730307140428
2022-07-14,SAR,INR,21.291801051939046
2022-07-15,SAR,INR,21.30705246049024
2022-07-18,SAR,INR,21.236712010932024
2022-07-19,SAR,INR,21.34512466456158
2022-07-20,SAR,INR,21.29293105433908
2022-07-21,SAR,INR,21.316981980285163
2022-07-22,SAR,INR,21.255153996000217
2022-07-25,SAR,INR,21.267587309460396
2022-07-26,SAR,INR,21.242430778054768
2022-07-27,SAR,INR,21.27701848239394
2022-07-28,SAR,INR,21.287281326186985
2022-07-29,SAR,INR,21.21212735608242
2022-08-01,SAR,INR,21.091616587593762
2022-08-02,SAR,INR,21.04973986782852
2022-08-03,SAR,INR,20.95000577501878
2022-08-04,SAR,INR,21.069188943457902
2022-08-05,SAR,INR,21.093768429763486
2022-08-08,SAR,INR,21.141205791076118
2022-08-09,SAR,INR,21.205887118430837
2022-08-10,SAR,INR,21.190956479131273
2022-08-11,SAR,INR,21.06726333846973
2022-08-12,SAR,INR,21.223375172532542
2022-08-15,SAR,INR,21.228366020383646
2022-08-16,SAR,INR,21.212856550782362
2022-08-17,SAR,INR,21.107470211478585
2022-08-18,SAR,INR,21.166053464000925
2022-08-19,SAR,INR,21.266975413710725
2022-08-22,SAR,INR,21.290434196082742
2022-08-23,SAR,INR,21.298597257315578
2022-08-24,SAR,INR,21.290864667099186
2022-08-25,SAR,INR,21.258602767024968
2022-08-26,SAR,INR,21.290324760207113
2022-08-29,SAR,INR,21.307653068550053
2022-08-30,SAR,INR,21.3205426669831
2022-08-31,SAR,INR,21.24217809123411
2022-09-01,SAR,INR,21.191148476673334
2022-09-02,SAR,INR,21.24317901529139
2022-09-05,SAR,INR,21.22195026879581
2022-09-06,SAR,INR,21.252208167934214
2022-09-07,SAR,INR,21.28893272093569
2022-09-08,SAR,INR,21.222755552697436
2022-09-09,SAR,INR,21.236404988703725
2022-09-12,SAR,INR,21.20704981950098
2022-09-13,SAR,INR,21.144812572602405
2022-09-14,SAR,INR,21.20766054560636
2022-09-15,SAR,INR,21.15998709440987
2022-09-16,SAR,INR,21.282837507614886
2022-09-19,SAR,INR,21.216021634848858
2022-09-20,SAR,INR,21.226861181122104
2022-09-21,SAR,INR,21.23229477464247
2022-09-22,SAR,INR,21.307244011638886
2022-09-23,SAR,INR,21.574748482646555
2022-09-26,SAR,INR,21.63102806573238
2022-09-27,SAR,INR,21.713837987442275
2022-09-28,SAR,INR,21.75495551863264
2022-09-29,SAR,INR,21.648347995835366
2022-09-30,SAR,INR,21.70914218755229
2022-10-03,SAR,INR,21.719899310019173
2022-10-04,SAR,INR,21.709047840834955
2022-10-05,SAR,INR,21.70268428104555
2022-10-06,SAR,INR,21.741730212175753
2022-10-07,SAR,INR,21.93965402403046
2022-10-10,SAR,INR,22.058025667481616
2022-10-11,SAR,INR,21.95658542700994
2022-10-12,SAR,INR,21.918665918504985
2022-10-13,SAR,INR,21.90431457498289
2022-10-14,SAR,INR,21.904527610453442
2022-10-17,SAR,INR,21.94514623824989
2022-10-18,SAR,INR,21.892049492034857
2022-10-19,SAR,INR,21.93700102361572
2022-10-20,SAR,INR,22.112531705089623
2022-10-21,SAR,INR,22.06763276264155
2022-10-24,SAR,INR,21.972926946591087
2022-10-25,SAR,INR,22.05326016486424
2022-10-26,SAR,INR,21.962658899328744
2022-10-27,SAR,INR,21.85933919836657
2022-10-28,SAR,INR,21.96384419328797
2022-10-31,SAR,INR,21.901250917177094
2022-11-01,SAR,INR,22.04948876024332
2022-11-02,SAR,INR,22.000459907755385
2022-11-03,SAR,INR,22.08519742968747
2022-11-04,SAR,INR,22.025003337455246
2022-11-07,SAR,INR,21.812302716119802
2022-11-08,SAR,INR,21.80866396311717
2022-11-09,SAR,INR,21.68616575500755
2022-11-10,SAR,INR,21.634564656269504
2022-11-11,SAR,INR,21.435829645751028
2022-11-14,SAR,INR,21.418461634189953
2022-11-15,SAR,INR,21.57459838432419
2022-11-16,SAR,INR,21.60113864143773
2022-11-17,SAR,INR,21.709282542684377
2022-11-18,SAR,INR,21.71842426144576
2022-11-21,SAR,INR,21.694671686640504
2022-11-22,SAR,INR,21.775377520169286
2022-11-23,SAR,INR,21.76915098054269
2022-11-24,SAR,INR,21.748074827966548
2022-11-25,SAR,INR,21.732468549082114
2022-11-28,SAR,INR,21.742059295741228
2022-11-29,SAR,INR,21.755823400362715
2022-11-30,SAR,INR,21.752218117416078
2022-12-01,SAR,INR,21.65535117066247
2022-12-02,SAR,INR,21.608293055201102
2022-12-05,SAR,INR,21.67048187526234
2022-12-06,SAR,INR,21.81656713759412
2022-12-07,SAR,INR,21.937798010816778
2022-12-08,SAR,INR,21.90207479629771
2022-12-09,SAR,INR,21.907636950983488
2022-12-12,SAR,INR,21.918351442738413
2022-12-13,SAR,INR,22.00263756929371
2022-12-14,SAR,INR,21.945319047563316
2022-12-15,SAR,INR,21.97231098013617
2022-12-16,SAR,INR,22.061018976741934
2022-12-19,SAR,INR,22.00510826867503
2022-12-20,SAR,INR,22.00482283102474
2022-12-21,SAR,INR,22.002477732918123
2022-12-22,SAR,INR,22.062894187676648
2022-12-23,SAR,INR,22.072309751636567
2022-12-26,SAR,INR,21.98145316338696
2022-12-27,SAR,INR,22.058029829770476
2022-12-28,SAR,INR,22.049624728390654
2022-12-29,SAR,INR,22.065757951919522
2022-12-30,SAR,INR,22.060287065429293
2023-01-02,SAR,INR,22.019053016371345
2023-01-03,SAR,INR,22.03022489547584
2023-01-04,SAR,INR,22.04746652216636
2023-01-05,SAR,INR,22.011705010303103
2023-01-06,SAR,INR,22.0165793119686
2023-01-09,SAR,INR,21.896363795125126
2023-01-10,SAR,INR,21.891273043333968
2023-01-11,SAR,INR,21.769635688240214
2023-01-12,SAR,INR,21.744179135562263
2023-01-13,SAR,INR,21.604487598040578
2023-01-16,SAR,INR,21.64988505461679
2023-01-17,SAR,INR,21.76534370473746
2023-01-18,SAR,INR,21.71325943424563
2023-01-19,SAR,INR,21.709226327423494
2023-01-20,SAR,INR,21.66181464339934
2023-01-23,SAR,INR,21.56656950422257
2023-01-24,SAR,INR,21.73126345715673
2023-01-25,SAR,INR,21.76942276079444
2023-01-26,SAR,INR,21.7360124313268
2023-01-27,SAR,INR,21.720888403368917
2023-01-30,SAR,INR,21.71982993818051
2023-01-31,SAR,INR,21.756375336881774
2023-02-01,SAR,INR,21.813510579407193
2023-02-02,SAR,INR,21.801913230143327
2023-02-03,SAR,INR,21.890108661318664
2023-02-06,SAR,INR,21.918165942576252
2023-02-07,SAR,INR,22.08614492219067
2023-02-08,SAR,INR,22.082754838118944
2023-02-09,SAR,INR,22.057662531674396
2023-02-10,SAR,INR,22.01771262625698
2023-02-13,SAR,INR,21.994081639742944
2023-02-14,SAR,INR,22.037038508384285
2023-02-15,SAR,INR,22.114043342696277
2023-02-16,SAR,INR,22.083220428528875
2023-02-17,SAR,INR,22.07386916421001
2023-02-20,SAR,INR,22.062327764289876
2023-02-21,SAR,INR,22.074494685861055
2023-02-22,SAR,INR,22.11896317592027
2023-02-23,SAR,INR,22.110148065672547
2023-02-24,SAR,INR,22.04700888150819
2023-02-27,SAR,INR,22.10498085857398
2023-02-28,SAR,INR,22.05054759242148
2023-03-01,SAR,INR,22.054107583368477
2023-03-02,SAR,INR,21.99375451707101
2023-03-03,SAR,INR,21.970535492203453
2023-03-06,SAR,INR,21.77722393185877
2023-03-07,SAR,INR,21.837103904026662
2023-03-08,SAR,INR,21.89275939877143
2023-03-09,SAR,INR,21.858581397717444
2023-03-10,SAR,INR,21.87401692844287
2023-03-13,SAR,INR,21.83566863628971
2023-03-14,SAR,INR,21.980857172161222
2023-03-15,SAR,INR,21.94735910531199
2023-03-16,SAR,INR,22.036833395392023
2023-03-17,SAR,INR,22.013921406098234
2023-03-20,SAR,INR,21.97773714744926
2023-03-21,SAR,INR,21.999587636765682
2023-03-22,SAR,INR,22.032336559786927
2023-03-23,SAR,INR,21.984328590892346
2023-03-24,SAR,INR,21.92452754149167
2023-03-27,SAR,INR,21.926023940391133
2023-03-28,SAR,INR,21.91818635801087
2023-03-29,SAR,INR,21.904890526792315
2023-03-30,SAR,INR,21.931605244226375
2023-03-31,SAR,INR,21.900160304305246
2023-04-03,SAR,INR,21.904847376832095
2023-04-04,SAR,INR,21.925286417606912
2023-04-05,SAR,INR,21.91886541600502
2023-04-06,SAR,INR,21.871243046848576
2023-04-07,SAR,INR,21.839722792406974
2023-04-10,SAR,INR,21.82954287339271
2023-04-11,SAR,INR,21.851301916899047
2023-04-12,SAR,INR,21.902917365306166
2023-04-13,SAR,INR,21.87744902252234
2023-04-14,SAR,INR,21.80141461738299
2023-04-17,SAR,INR,21.823535457712296
2023-04-18,SAR,INR,21.889151092842667
2023-04-19,SAR,INR,21.920540758169864
2023-04-20,SAR,INR,21.983788317328617
2023-04-21,SAR,INR,21.928324372666793
2023-04-24,SAR,INR,21.881863669607128
2023-04-25,SAR,INR,21.84905824172347
2023-04-26,SAR,INR,21.885757478260984
2023-04-27,SAR,INR,21.82337848220027
2023-04-28,SAR,INR,21.82414555979335
2023-05-01,SAR,INR,21.7991934163133
2023-05-02,SAR,INR,21.808911801035492
2023-05-03,SAR,INR,21.832285240996043
2023-05-04,SAR,INR,21.832236665642085
2023-05-05,SAR,INR,21.816581497595735
2023-05-08,SAR,INR,21.795775613802107
2023-05-09,SAR,INR,21.836060914532936
2023-05-10,SAR,INR,21.91912322002304
2023-05-11,SAR,INR,21.870163462187975
2023-05-12,SAR,INR,21.918712703970414
2023-05-15,SAR,INR,21.923004273193328
2023-05-16,SAR,INR,21.96510037891335
2023-05-17,SAR,INR,21.973010899847623
2023-05-18,SAR,INR,22.01005993564104
2023-05-19,SAR,INR,22.088418738931068
2023-05-22,SAR,INR,22.110895541781247
2023-05-23,SAR,INR,22.109743863785297
2023-05-24,SAR,INR,22.130119969326415
2023-05-25,SAR,INR,22.08214358195164
2023-05-26,SAR,INR,22.09116430758536
2023-05-29,SAR,INR,22.02170699584167
2023-05-30,SAR,INR,22.048979967823925
2023-05-31,SAR,INR,22.07694514961804
2023-06-01,SAR,INR,22.067455191454883
2023-06-02,SAR,INR,21.966280097679373
2023-06-05,SAR,INR,21.974773221451642
2023-06-06,SAR,INR,22.011791112056926
2023-06-07,SAR,INR,22.03208082417541
2023-06-08,SAR,INR,22.05791727956239
2023-06-09,SAR,INR,22.0216652284048
2023-06-12,SAR,INR,21.987038289721568
2023-06-13,SAR,INR,21.982565639072163
2023-06-14,SAR,INR,21.968852352532167
2023-06-15,SAR,INR,21.90446101148973
2023-06-16,SAR,INR,21.866050957740526
2023-06-19,SAR,INR,21.84394848625584
2023-06-20,SAR,INR,21.883445154716355
2023-06-21,SAR,INR,21.887095732203306
2023-06-22,SAR,INR,21.869260470012705
2023-06-23,SAR,INR,21.866335592705582
2023-06-26,SAR,INR,21.859700170869473
2023-06-27,SAR,INR,21.8920076486138
2023-06-28,SAR,INR,21.890247889146394
2023-06-29,SAR,INR,21.897294507107063
2023-06-30,SAR,INR,21.910051316639283
2023-07-03,SAR,INR,21.889428467387916
2023-07-04,SAR,INR,21.880825844213177
2023-07-05,SAR,INR,21.894688314220048
2023-07-06,SAR,INR,21.994216050562954
2023-07-07,SAR,INR,22.08935741690766
2023-07-10,SAR,INR,22.02663687262134
2023-07-11,SAR,INR,22.02656577939979
2023-07-12,SAR,INR,21.993413322779816
2023-07-13,SAR,INR,21.88948712923775
2023-07-14,SAR,INR,21.890285212327854
2023-07-17,SAR,INR,21.880726179751946
2023-07-18,SAR,INR,21.905085474258613
2023-07-19,SAR,INR,21.91106397619319
2023-07-20,SAR,INR,21.906195363145343
2023-07-21,SAR,INR,21.910157644942956
2023-07-24,SAR,INR,21.861166853625036
2023-07-25,SAR,INR,21.840416570297066
2023-07-26,SAR,INR,21.87730404269314
2023-07-27,SAR,INR,21.881782968200696
2023-07-28,SAR,INR,21.98408633331951
2023-07-31,SAR,INR,21.93057084406587
2023-08-01,SAR,INR,21.94554109803471
2023-08-02,SAR,INR,21.962382012608032
2023-08-03,SAR,INR,22.077797158365456
2023-08-04,SAR,INR,22.094173124096415
2023-08-07,SAR,INR,22.04561107066911
2023-08-08,SAR,INR,22.084344827359246
2023-08-09,SAR,INR,22.112869241177577
2023-08-10,SAR,INR,22.11319589564755
2023-08-11,SAR,INR,22.095196286833016
2023-08-14,SAR,INR,22.097108447852634
2023-08-15,SAR,INR,22.214510582067305
2023-08-16,SAR,INR,22.2072542141359
2023-08-17,SAR,INR,22.221730382680107
2023-08-18,SAR,INR,22.182066070881774
